Seq_number	New_name	Location	Site	Bio_rep	Tech_rep	Sample_date	eDNA_label	Extraction_date	Volume	Sample_Control	Technical_rep	Control_Type	K
UCSB.Group.C.Elas.2.14.S152	LTGO.eDNA.1.2.B_2	Gold_mpawatch	LTGO_1.2	B	2	NA	LTGO_1.2.B	NA	500	Sample	LTGO_eDNA_1.2.B_2	NA	3
UCSB.Group.C.Elas.3.14.S231	LTGO.eDNA.1.2.B_3	Gold_mpawatch	LTGO_1.2	B	3	NA	LTGO_1.2.B	NA	500	Sample	LTGO_eDNA_1.2.B_3	NA	3
UCSB.Group.C.Elas.1.15.S74	LTGO.eDNA.1.2.C_1	Gold_mpawatch	LTGO_1.2	C	1	NA	LTGO_1.2.C	NA	500	Sample	LTGO_eDNA_1.2.C_1	NA	3
UCSB.Group.C.Elas.2.15.S153	LTGO.eDNA.1.2.C_2	Gold_mpawatch	LTGO_1.2	C	2	NA	LTGO_1.2.C	NA	500	Sample	LTGO_eDNA_1.2.C_2	NA	3
UCSB.Group.C.Elas.3.15.S232	LTGO.eDNA.1.2.C_3	Gold_mpawatch	LTGO_1.2	C	3	NA	LTGO_1.2.C	NA	500	Sample	LTGO_eDNA_1.2.C_3	NA	3
UCSB.Group.C.Elas.1.16.S75	LTGO.eDNA.5.A_1	Gold_mpawatch	LTGO_5	A	1	NA	LTGO_5.A	NA	500	Sample	LTGO_eDNA_5.A_1	NA	3
UCSB.Group.C.Elas.2.16.S154	LTGO.eDNA.5.A_2	Gold_mpawatch	LTGO_5	A	2	NA	LTGO_5.A	NA	500	Sample	LTGO_eDNA_5.A_2	NA	3
UCSB.Group.C.Elas.3.16.S233	LTGO.eDNA.5.A_3	Gold_mpawatch	LTGO_5	A	3	NA	LTGO_5.A	NA	500	Sample	LTGO_eDNA_5.A_3	NA	3
UCSB.Group.C.Elas.1.17.S76	LTGO.eDNA.5.B_1	Gold_mpawatch	LTGO_5	B	1	NA	LTGO_5.B	NA	500	Sample	LTGO_eDNA_5.B_1	NA	3
UCSB.Group.C.Elas.2.17.S155	LTGO.eDNA.5.B_2	Gold_mpawatch	LTGO_5	B	2	NA	LTGO_5.B	NA	500	Sample	LTGO_eDNA_5.B_2	NA	3
UCSB.Group.C.Elas.3.17.S234	LTGO.eDNA.5.B_3	Gold_mpawatch	LTGO_5	B	3	NA	LTGO_5.B	NA	500	Sample	LTGO_eDNA_5.B_3	NA	3
UCSB.Group.C.Elas.1.18.S77	LTGO.eDNA.5.C_1	Gold_mpawatch	LTGO_5	C	1	NA	LTGO_5.C	NA	500	Sample	LTGO_eDNA_5.C_1	NA	3
UCSB.Group.C.Elas.2.18.S156	LTGO.eDNA.5.C_2	Gold_mpawatch	LTGO_5	C	2	NA	LTGO_5.C	NA	500	Sample	LTGO_eDNA_5.C_2	NA	3
UCSB.Group.C.Elas.3.18.S235	LTGO.eDNA.5.C_3	Gold_mpawatch	LTGO_5	C	3	NA	LTGO_5.C	NA	500	Sample	LTGO_eDNA_5.C_3	NA	3
UCSB.Group.C.Elas.1.7.S66	LTGP.A_1	Gold_mpawatch	LTGP	A	1	NA	LTGP.A	NA	500	Sample	LTGP.A_1	NA	3
UCSB.Group.C.Elas.2.7.S145	LTGP.A_2	Gold_mpawatch	LTGP	A	2	NA	LTGP.A	NA	500	Sample	LTGP.A_2	NA	3
UCSB.Group.C.Elas.3.7.S224	LTGP.A_3	Gold_mpawatch	LTGP	A	3	NA	LTGP.A	NA	500	Sample	LTGP.A_3	NA	3
UCSB.Group.C.Elas.1.8.S67	LTGP.B_1	Gold_mpawatch	LTGP	B	1	NA	LTGP.B	NA	500	Sample	LTGP.B_1	NA	3
UCSB.Group.C.Elas.2.8.S146	LTGP.B_2	Gold_mpawatch	LTGP	B	2	NA	LTGP.B	NA	500	Sample	LTGP.B_2	NA	3
UCSB.Group.C.Elas.3.8.S225	LTGP.B_3	Gold_mpawatch	LTGP	B	3	NA	LTGP.B	NA	500	Sample	LTGP.B_3	NA	3
UCSB.Group.C.Elas.1.9.S68	LTGP.C_1	Gold_mpawatch	LTGP	C	1	NA	LTGP.C	NA	500	Sample	LTGP.C_1	NA	3
UCSB.Group.C.Elas.2.9.S147	LTGP.C_2	Gold_mpawatch	LTGP	C	2	NA	LTGP.C	NA	500	Sample	LTGP.C_2	NA	3
UCSB.Group.C.Elas.3.9.S226	LTGP.C_3	Gold_mpawatch	LTGP	C	3	NA	LTGP.C	NA	500	Sample	LTGP.C_3	NA	3
UCSB.Group.A.Elas.1.32.S32	PCR.Neg_1	NA	NA	NA	NA	NA	NA	NA	1000	Control	NA	Blank	NA
UCSB.Group.A.Elas.2.32.S111	PCR.Neg_2	NA	NA	NA	NA	NA	NA	NA	1000	Control	NA	Blank	NA
UCSB.Group.A.Elas.3.32.S190	PCR.Neg_3	NA	NA	NA	NA	NA	NA	NA	1000	Control	NA	Blank	NA
UCSB.Group.B.Elas.1.27.S59	PCR.Neg_4	NA	NA	NA	NA	NA	NA	NA	1000	Control	NA	Blank	NA
UCSB.Group.C.Elas.1.20.S79	PCR.Neg_5	NA	NA	NA	NA	NA	NA	NA	1000	Control	NA	Blank	NA
UCSB.Group.C.Elas.1.10.S69	PIDB.A_1	Gold_mpawatch	PIDB	A	1	NA	PIDB.A	NA	500	Sample	PIDB.A_1	NA	3
UCSB.Group.C.Elas.2.10.S148	PIDB.A_2	Gold_mpawatch	PIDB	A	2	NA	PIDB.A	NA	500	Sample	PIDB.A_2	NA	3
UCSB.Group.C.Elas.3.10.S227	PIDB.A_3	Gold_mpawatch	PIDB	A	3	NA	PIDB.A	NA	500	Sample	PIDB.A_3	NA	3
UCSB.Group.C.Elas.1.11.S70	PIDB.B_1	Gold_mpawatch	PIDB	B	1	NA	PIDB.B	NA	500	Sample	PIDB.B_1	NA	3
UCSB.Group.C.Elas.2.11.S149	PIDB.B_2	Gold_mpawatch	PIDB	B	2	NA	PIDB.B	NA	500	Sample	PIDB.B_2	NA	3
UCSB.Group.C.Elas.3.11.S228	PIDB.B_3	Gold_mpawatch	PIDB	B	3	NA	PIDB.B	NA	500	Sample	PIDB.B_3	NA	3
UCSB.Group.C.Elas.1.12.S71	PIDB.C_1	Gold_mpawatch	PIDB	C	1	NA	PIDB.C	NA	500	Sample	PIDB.C_1	NA	3
UCSB.Group.C.Elas.2.12.S150	PIDB.C_2	Gold_mpawatch	PIDB	C	2	NA	PIDB.C	NA	500	Sample	PIDB.C_2	NA	3
UCSB.Group.C.Elas.3.12.S229	PIDB.C_3	Gold_mpawatch	PIDB	C	3	NA	PIDB.C	NA	500	Sample	PIDB.C_3	NA	3
UCSB.Group.C.Elas.1.1.S60	PTDS.A_1	Gold_mpawatch	PTDS	A	1	NA	PTDS.A	NA	500	Sample	PTDS.A_1	NA	3
UCSB.Group.C.Elas.2.1.S139	PTDS.A_2	Gold_mpawatch	PTDS	A	2	NA	PTDS.A	NA	500	Sample	PTDS.A_2	NA	3
UCSB.Group.C.Elas.3.1.S218	PTDS.A_3	Gold_mpawatch	PTDS	A	3	NA	PTDS.A	NA	500	Sample	PTDS.A_3	NA	3
UCSB.Group.C.Elas.1.2.S61	PTDS.B_1	Gold_mpawatch	PTDS	B	1	NA	PTDS.B	NA	500	Sample	PTDS.B_1	NA	3
UCSB.Group.C.Elas.2.2.S140	PTDS.B_2	Gold_mpawatch	PTDS	B	2	NA	PTDS.B	NA	500	Sample	PTDS.B_2	NA	3
UCSB.Group.C.Elas.3.2.S219	PTDS.B_3	Gold_mpawatch	PTDS	B	3	NA	PTDS.B	NA	500	Sample	PTDS.B_3	NA	3
UCSB.Group.C.Elas.1.3.S62	PTDS.C_1	Gold_mpawatch	PTDS	C	1	NA	PTDS.C	NA	500	Sample	PTDS.C_1	NA	3
UCSB.Group.C.Elas.2.3.S141	PTDS.C_2	Gold_mpawatch	PTDS	C	2	NA	PTDS.C	NA	500	Sample	PTDS.C_2	NA	3
UCSB.Group.C.Elas.3.3.S220	PTDS.C_3	Gold_mpawatch	PTDS	C	3	NA	PTDS.C	NA	500	Sample	PTDS.C_3	NA	3
UCSB.Group.B.Elas.1.5.S37	RBA_1	Mainland	R_Beach	A	1	10/10/18	RBA	11/27/18	1200	Sample	RBA_1	NA	3
UCSB.Group.B.Elas.2.5.S116	RBA_2	Mainland	R_Beach	A	2	10/10/18	RBA	11/27/18	1200	Sample	RBA_2	NA	3
UCSB.Group.B.Elas.3.5.S195	RBA_3	Mainland	R_Beach	A	3	10/10/18	RBA	11/27/18	1200	Sample	RBA_3	NA	3
UCSB.Group.B.Elas.1.6.S38	RBB_1	Mainland	R_Beach	B	1	10/10/18	RBB	11/27/18	1200	Sample	RBB_1	NA	3
UCSB.Group.B.Elas.2.6.S117	RBB_2	Mainland	R_Beach	B	2	10/10/18	RBB	11/27/18	1200	Sample	RBB_2	NA	3
UCSB.Group.B.Elas.3.6.S196	RBB_3	Mainland	R_Beach	B	3	10/10/18	RBB	11/27/18	1200	Sample	RBB_3	NA	3
UCSB.Group.B.Elas.1.7.S39	RBC_1	Mainland	R_Beach	C	1	10/10/18	RBC	11/27/18	1200	Sample	RBC_1	NA	3
UCSB.Group.B.Elas.2.7.S118	RBC_2	Mainland	R_Beach	C	2	10/10/18	RBC	11/27/18	1200	Sample	RBC_2	NA	3
UCSB.Group.B.Elas.3.7.S197	RBC_3	Mainland	R_Beach	C	3	10/10/18	RBC	11/27/18	1200	Sample	RBC_3	NA	3
UCSB.Group.A.Elas.1.28.S28	SAA_1	Santa_Rosa_Island	Southeast_Anchorage	A	1	9/13/18	SAA	9/27/18	1200	Sample	SAA_1	NA	3
UCSB.Group.A.Elas.2.28.S107	SAA_2	Santa_Rosa_Island	Southeast_Anchorage	A	2	9/13/18	SAA	9/27/18	1200	Sample	SAA_2	NA	3
UCSB.Group.A.Elas.3.28.S186	SAA_3	Santa_Rosa_Island	Southeast_Anchorage	A	3	9/13/18	SAA	9/27/18	1200	Sample	SAA_3	NA	3
UCSB.Group.A.Elas.1.29.S29	SAB_1	Santa_Rosa_Island	Southeast_Anchorage	B	1	9/13/18	SAB	9/27/18	1250	Sample	SAB_1	NA	3
UCSB.Group.A.Elas.2.29.S108	SAB_2	Santa_Rosa_Island	Southeast_Anchorage	B	2	9/13/18	SAB	9/27/18	1250	Sample	SAB_2	NA	3
UCSB.Group.A.Elas.3.29.S187	SAB_3	Santa_Rosa_Island	Southeast_Anchorage	B	3	9/13/18	SAB	9/27/18	1250	Sample	SAB_3	NA	3
UCSB.Group.A.Elas.1.30.S30	SAC_1	Santa_Rosa_Island	Southeast_Anchorage	C	1	9/13/18	SAC	9/27/18	1200	Sample	SAC_1	NA	3
UCSB.Group.A.Elas.2.30.S109	SAC_2	Santa_Rosa_Island	Southeast_Anchorage	C	2	9/13/18	SAC	9/27/18	1200	Sample	SAC_2	NA	3
UCSB.Group.A.Elas.3.30.S188	SAC_3	Santa_Rosa_Island	Southeast_Anchorage	C	3	9/13/18	SAC	9/27/18	1200	Sample	SAC_3	NA	3
UCSB.Group.B.Elas.1.8.S40	SCA_1	Mainland	Santa_Claus	A	1	NA	SCA	11/27/18	1150	Sample	SCA_1	NA	3
UCSB.Group.B.Elas.2.8.S119	SCA_2	Mainland	Santa_Claus	A	2	NA	SCA	11/27/18	1150	Sample	SCA_2	NA	3
UCSB.Group.B.Elas.3.8.S198	SCA_3	Mainland	Santa_Claus	A	3	NA	SCA	11/27/18	1150	Sample	SCA_3	NA	3
UCSB.Group.A.Elas.1.22.S22	SCAR_1	Santa_Rosa_Island	Soledad	A	1	9/11/18	SCAR	9/27/18	1100	Sample	SCAR_1	NA	3
UCSB.Group.A.Elas.2.22.S101	SCAR_2	Santa_Rosa_Island	Soledad	A	2	9/11/18	SCAR	9/27/18	1100	Sample	SCAR_2	NA	3
UCSB.Group.A.Elas.3.22.S180	SCAR_3	Santa_Rosa_Island	Soledad	A	3	9/11/18	SCAR	9/27/18	1100	Sample	SCAR_3	NA	3
UCSB.Group.B.Elas.1.9.S41	SCB_1	Mainland	Santa_Claus	B	1	NA	SCB	11/27/18	800	Sample	SCB_1	NA	3
UCSB.Group.B.Elas.2.9.S120	SCB_2	Mainland	Santa_Claus	B	2	NA	SCB	11/27/18	800	Sample	SCB_2	NA	3
UCSB.Group.B.Elas.3.9.S199	SCB_3	Mainland	Santa_Claus	B	3	NA	SCB	11/27/18	800	Sample	SCB_3	NA	3
UCSB.Group.A.Elas.1.23.S23	SCBR_1	Santa_Rosa_Island	Soledad	B	1	9/11/18	SCBR	9/27/18	1200	Sample	SCBR_1	NA	3
UCSB.Group.A.Elas.2.23.S102	SCBR_2	Santa_Rosa_Island	Soledad	B	2	9/11/18	SCBR	9/27/18	1200	Sample	SCBR_2	NA	3
UCSB.Group.A.Elas.3.23.S181	SCBR_3	Santa_Rosa_Island	Soledad	B	3	9/11/18	SCBR	9/27/18	1200	Sample	SCBR_3	NA	3
UCSB.Group.B.Elas.1.10.S42	SCC_1	Mainland	Santa_Claus	C	1	NA	SCC	11/27/18	1150	Sample	SCC_1	NA	3
UCSB.Group.B.Elas.2.10.S121	SCC_2	Mainland	Santa_Claus	C	2	NA	SCC	11/27/18	1150	Sample	SCC_2	NA	3
UCSB.Group.B.Elas.3.10.S200	SCC_3	Mainland	Santa_Claus	C	3	NA	SCC	11/27/18	1150	Sample	SCC_3	NA	3
UCSB.Group.A.Elas.1.24.S24	SCCR_1	Santa_Rosa_Island	Soledad	C	1	9/11/18	SCCR	9/27/18	1100	Sample	SCCR_1	NA	3
UCSB.Group.A.Elas.2.24.S103	SCCR_2	Santa_Rosa_Island	Soledad	C	2	9/11/18	SCCR	9/27/18	1100	Sample	SCCR_2	NA	3
UCSB.Group.A.Elas.3.24.S182	SCCR_3	Santa_Rosa_Island	Soledad	C	3	9/11/18	SCCR	9/27/18	1100	Sample	SCCR_3	NA	3
UCSB.Group.A.Elas.1.1.S1	SMA_1	Mainland	Santa_Monica	A	1	8/15/18	SMA	9/27/18	1000	Sample	SMA_1	NA	3
UCSB.Group.A.Elas.2.1.S80	SMA_2	Mainland	Santa_Monica	A	2	8/15/18	SMA	9/27/18	1000	Sample	SMA_2	NA	3
UCSB.Group.A.Elas.3.1.S159	SMA_3	Mainland	Santa_Monica	A	3	8/15/18	SMA	9/27/18	1000	Sample	SMA_3	NA	3
UCSB.Group.A.Elas.1.2.S2	SMB_1	Mainland	Santa_Monica	B	1	8/15/18	SMB	9/27/18	1000	Sample	SMB_1	NA	3
UCSB.Group.A.Elas.2.2.S81	SMB_2	Mainland	Santa_Monica	B	2	8/15/18	SMB	9/27/18	1000	Sample	SMB_2	NA	3
UCSB.Group.A.Elas.3.2.S160	SMB_3	Mainland	Santa_Monica	B	3	8/15/18	SMB	9/27/18	1000	Sample	SMB_3	NA	3
UCSB.Group.A.Elas.1.3.S3	SMC_1	Mainland	Santa_Monica	C	1	8/15/18	SMC	9/27/18	1250	Sample	SMC_1	NA	3
UCSB.Group.A.Elas.2.3.S82	SMC_2	Mainland	Santa_Monica	C	2	8/15/18	SMC	9/27/18	1250	Sample	SMC_2	NA	3
UCSB.Group.A.Elas.3.3.S161	SMC_3	Mainland	Santa_Monica	C	3	8/15/18	SMC	9/27/18	1250	Sample	SMC_3	NA	3
UCSB.Group.A.Elas.1.19.S19	SPA_1	Santa_Rosa_Island	Sandy_Point	A	1	9/10/18	SPA	9/27/18	1250	Sample	SPA_1	NA	3
UCSB.Group.A.Elas.2.19.S98	SPA_2	Santa_Rosa_Island	Sandy_Point	A	2	9/10/18	SPA	9/27/18	1250	Sample	SPA_2	NA	3
UCSB.Group.A.Elas.3.19.S177	SPA_3	Santa_Rosa_Island	Sandy_Point	A	3	9/10/18	SPA	9/27/18	1250	Sample	SPA_3	NA	3
UCSB.Group.A.Elas.1.20.S20	SPB_1	Santa_Rosa_Island	Sandy_Point	B	1	9/10/18	SPB	9/27/18	1250	Sample	SPB_1	NA	3
UCSB.Group.A.Elas.2.20.S99	SPB_2	Santa_Rosa_Island	Sandy_Point	B	2	9/10/18	SPB	9/27/18	1250	Sample	SPB_2	NA	3
UCSB.Group.A.Elas.3.20.S178	SPB_3	Santa_Rosa_Island	Sandy_Point	B	3	9/10/18	SPB	9/27/18	1250	Sample	SPB_3	NA	3
UCSB.Group.A.Elas.1.21.S21	SPC_1	Santa_Rosa_Island	Sandy_Point	C	1	9/10/18	SPC	9/27/18	1000	Sample	SPC_1	NA	3
UCSB.Group.A.Elas.2.21.S100	SPC_2	Santa_Rosa_Island	Sandy_Point	C	2	9/10/18	SPC	9/27/18	1000	Sample	SPC_2	NA	3
UCSB.Group.A.Elas.3.21.S179	SPC_3	Santa_Rosa_Island	Sandy_Point	C	3	9/10/18	SPC	9/27/18	1000	Sample	SPC_3	NA	3
UCSB.Group.A.Elas.1.13.S13	WCA_1	Santa_Rosa_Island	Water_Canyon	A	1	9/8/18	WCA	9/27/18	1250	Sample	WCA_1	NA	3
UCSB.Group.A.Elas.2.13.S92	WCA_2	Santa_Rosa_Island	Water_Canyon	A	2	9/8/18	WCA	9/27/18	1250	Sample	WCA_2	NA	3
UCSB.Group.A.Elas.3.13.S171	WCA_3	Santa_Rosa_Island	Water_Canyon	A	3	9/8/18	WCA	9/27/18	1250	Sample	WCA_3	NA	3
UCSB.Group.A.Elas.1.14.S14	WCB_1	Santa_Rosa_Island	Water_Canyon	B	1	9/8/18	WCB	9/27/18	1000	Sample	WCB_1	NA	3
UCSB.Group.A.Elas.2.14.S93	WCB_2	Santa_Rosa_Island	Water_Canyon	B	2	9/8/18	WCB	9/27/18	1000	Sample	WCB_2	NA	3
UCSB.Group.A.Elas.3.14.S172	WCB_3	Santa_Rosa_Island	Water_Canyon	B	3	9/8/18	WCB	9/27/18	1000	Sample	WCB_3	NA	3
UCSB.Group.A.Elas.1.15.S15	WCC_1	Santa_Rosa_Island	Water_Canyon	C	1	9/8/18	WCC	9/27/18	1200	Sample	WCC_1	NA	3
UCSB.Group.A.Elas.2.15.S94	WCC_2	Santa_Rosa_Island	Water_Canyon	C	2	9/8/18	WCC	9/27/18	1200	Sample	WCC_2	NA	3
UCSB.Group.A.Elas.3.15.S173	WCC_3	Santa_Rosa_Island	Water_Canyon	C	3	9/8/18	WCC	9/27/18	1200	Sample	WCC_3	NA	3
UCSB.Group.B.Elas.1.1.S33	Field.blank_1	NA	NA	NA	NA	NA	NA	NA	NA	Control	NA	Blank	NA
UCSB.Group.B.Elas.2.1.S112	Field.blank_2	NA	NA	NA	NA	NA	NA	NA	NA	Control	NA	Blank	NA
UCSB.Group.B.Elas.3.1.S191	Field.blank_3	NA	NA	NA	NA	NA	NA	NA	NA	Control	NA	Blank	NA
